ID,Weight in Thousands,gender,hhsize,age,educat,Month,Region
21092,1.276278914,Male,5,44,5,2,3
21093,2.430045089,Female,3,28,5,2,5
21094,1.183015771,Female,5,17,2,2,1
21095,2.396190398,Female,2,26,7,2,1
21096,1.677436566,Female,4,36,6,2,3
21097,1.302301156,Female,6,18,3,2,1
21098,1.936937304,Male,2,33,6,2,2
21099,1.645251658,Female,4,21,6,2,2
21100,1.411567836,Female,5,22,6,2,3
21101,1.853351475,Female,4,21,6,2,1
21102,1.37439463,Male,3,17,2,2,1
21103,1.813503643,Male,2,43,4,2,3
21104,1.264692717,Male,3,21,4,2,4
21105,1.677436566,Female,4,37,3,2,3
21106,1.575096557,Male,4,23,6,2,1
21107,1.783947044,Male,3,42,7,2,3
21108,2.357137132,Female,3,32,3,2,1
21109,1.43286047,Female,2,38,4,2,4
21110,1.453400622,Female,4,41,3,2,3
21111,1.453400622,Female,4,41,5,2,3
21112,1.327818152,Female,2,70,3,2,5
21113,2.576414642,Female,1,82,2,2,4
21114,1.271284611,Female,1,69,2,2,5
21115,1.745904163,Male,2,76,1,2,3
21116,1.231866087,Male,5,50,5,2,4
21117,2.690986817,Female,2,79,3,2,4
21118,1.178956652,Female,4,53,7,2,7
21119,2.576414642,Female,1,81,2,2,4
21120,1.520325498,Female,2,55,7,2,1
21121,1.520325498,Female,2,62,2,2,1
21122,1.239852193,Female,4,56,2,2,7
21123,1.407692293,Female,1,59,6,2,7
21124,1.258306782,Female,5,41,4,2,1
21125,1.375292241,Female,3,52,5,2,7
21126,1.701545646,Female,2,42,2,2,9
21127,1.808185899,Female,4,38,5,2,9
21128,1.258306782,Female,5,42,6,2,1
21129,1.44632892,Female,3,56,3,2,7
21130,1.857738336,Male,1,80,4,2,7
21133,1.453400622,Female,4,44,5,2,3
21134,1.261874854,Female,5,31,4,2,11
21135,1.842815632,Male,3,32,4,2,8
30001,1.8117298,Female,3,42,2,3,6
30002,1.968702401,Male,3,43,7,3,5
30003,1.691568635,Male,3,50,3,3,1
30004,2.364577707,Male,3,20,4,3,2
30005,1.585464136,Female,3,61,3,3,2
30006,1.362580251,Male,4,46,6,3,7
30007,2.627492429,Male,2,30,3,3,9
30008,1.451529356,Female,2,50,5,3,5
30009,2.042018427,Male,2,28,7,3,3
30010,1.605421724,Male,2,64,6,3,5
30011,1.169286384,Female,1,71,4,3,1
30012,1.576500683,Female,2,65,4,3,10
30013,1.481962633,Male,2,66,6,3,1
30014,1.373071424,Female,5,21,3,3,2
30015,1.73309682,Male,2,56,3,3,3
30016,1.936937304,Male,2,27,2,3,2
30017,1.066284917,Male,2,63,2,3,8
30018,1.687652065,Male,4,42,6,3,5
30019,1.875888362,Male,2,29,3,3,6
30020,1.891415771,Male,2,32,6,3,5
30021,1.492848434,Female,2,37,4,3,2
30022,1.990611158,Male,4,32,6,3,1
30023,1.105535374,Female,2,71,3,3,9
30024,2.307293493,Male,2,35,7,3,1
30025,1.371532971,Female,5,20,3,3,6
30026,2.042018427,Male,2,28,4,3,3
30027,1.867844905,Male,2,21,1,3,1
30029,1.327818152,Female,2,73,3,3,5
30030,1.363952727,Male,4,50,3,3,7
30031,1.590365279,Female,1,66,5,3,2
30032,1.866802361,Female,3,48,6,3,5
30033,1.870281215,Male,2,43,4,3,1
30034,1.377333637,Male,2,69,4,3,5
30035,1.482641269,Male,2,65,1,3,6
30036,1.067015121,Male,2,67,3,3,11
30037,1.611134613,Male,2,62,5,3,7
30039,1.295657415,Male,4,16,3,3,3
30040,1.43284365,Female,4,16,2,3,6
30041,1.550071918,Male,3,24,4,3,7
30042,1.272234516,Male,6,16,2,3,5
30044,1.605421724,Male,2,61,2,3,5
30045,2.265895552,Female,2,21,5,3,5
30046,1.404932318,Male,5,24,4,3,3
30047,1.546744498,Female,5,20,6,3,1
30048,1.450081687,Male,4,50,6,3,1
30049,1.891415771,Male,2,28,4,3,5
30050,1.870281215,Male,2,43,7,3,1
30051,2.056550103,Male,3,48,4,3,1
30052,1.665820239,Male,1,54,2,3,3
30053,1.50414863,Female,3,58,6,3,4
30054,1.172434443,Male,2,68,6,3,9
30055,1.526503839,Female,2,59,2,3,5
30056,1.574572257,Female,2,72,2,3,3
30057,1.945670129,Male,4,39,7,3,1
30059,1.973050122,Female,3,23,4,3,3
30060,1.691379109,Female,4,21,5,3,3
30061,1.444412864,Male,4,58,3,3,1
30062,1.712872266,Male,2,58,6,3,1
30064,1.691379109,Female,4,20,5,3,3
30065,1.493121563,Female,2,50,7,3,6
30066,2.020634174,Female,4,25,4,3,1
30067,2.396190398,Female,2,28,6,3,1
30069,1.499119822,Female,2,60,4,3,9
30070,1.56045279,Female,4,19,3,3,1
30071,1.517581286,Male,4,16,2,3,2
30072,1.22403037,Female,4,50,6,3,5
30073,1.88383175,Male,3,21,5,3,5
30074,1.75695175,Male,4,45,4,3,6
30076,1.511025176,Female,2,55,4,3,3
30077,1.699643013,Male,1,42,4,3,10
30079,2.396564402,Male,2,38,4,3,7
30080,1.706787488,Male,3,62,4,3,2
30081,1.673958153,Male,2,32,7,3,14
30083,1.563242657,Female,3,17,2,3,3
30084,1.723530494,Female,2,40,6,3,3
30085,1.455595713,Female,1,56,5,3,1
30086,0.886489565,Female,5,19,3,3,12
30087,1.362580251,Male,4,47,2,3,7
30089,1.461467613,Male,4,56,7,3,3
30090,1.264692717,Male,3,23,4,3,4
30091,1.629100183,Female,1,43,7,3,9
30092,1.520325498,Female,2,64,3,3,1
30093,1.684955763,Male,3,57,7,3,1
30094,1.704850696,Male,3,57,3,3,3
30095,0.93447086,Female,5,74,5,3,5
30096,2.269689075,Male,3,35,6,3,1
30097,1.863908581,Male,2,44,1,3,6
30098,2.4324269,Female,2,31,7,3,3
30099,1.940847791,Male,1,45,7,3,3
30100,2.430045089,Female,3,25,6,3,5
30101,1.611134613,Male,2,58,1,3,7
30102,1.706787488,Male,3,60,5,3,2
30103,1.161463387,Male,4,68,5,3,5
30105,1.314273587,Male,6,21,6,3,9
30106,3.657882925,Female,1,82,2,3,14
30108,1.690615595,Female,4,47,3,3,3
30109,1.451529356,Female,2,53,4,3,5
30110,1.617457762,Male,2,50,1,3,7
30111,2.049542793,Male,3,47,4,3,6
30112,1.968702401,Male,3,40,4,3,5
30113,1.570244369,Female,2,64,2,3,6
30114,1.590365279,Female,1,69,6,3,2
30115,1.270507064,Male,1,40,3,3,13
30116,2.042018427,Male,2,34,6,3,3
30117,2.021390976,Female,4,15,2,3,3
30118,2.085032552,Male,2,70,1,3,2
30119,1.88383175,Male,3,23,3,3,5
30122,1.461511003,Female,1,60,1,3,5
30123,1.501624781,Female,3,58,5,3,5
30124,1.66129679,Male,5,25,7,3,1
30125,1.378170875,Male,5,64,7,3,9
30126,1.723564298,Female,3,32,4,3,4
30127,1.363952727,Male,4,54,7,3,7
30128,1.206750449,Female,4,40,7,3,7
30129,1.249693823,Male,4,67,1,3,1
30130,2.042018427,Male,2,27,7,3,3
30131,1.359116315,Male,4,52,6,3,5
30132,1.574572257,Female,2,65,6,3,3
30133,1.39993186,Female,6,36,2,3,3
30134,1.735065701,Male,2,62,5,3,2
30135,1.684955763,Male,3,59,6,3,1
30136,2.451920173,Male,2,25,4,3,7
30138,2.322114283,Male,3,34,6,3,1
30139,1.413393693,Female,3,50,2,3,3
30140,1.221284103,Female,2,65,3,3,1
30142,2.360587287,Male,2,26,3,3,1
30143,1.721971768,Male,4,32,3,3,3
30144,2.377007537,Male,4,15,2,3,5
30145,1.691379109,Female,4,20,3,3,3
30146,1.424078102,Female,4,19,4,3,3
30148,2.260082291,Male,1,25,6,3,1
30149,1.987258073,Female,3,37,4,3,5
30150,1.989205886,Female,2,38,6,3,3
30151,2.001612282,Male,1,45,1,3,1
30152,1.546744498,Female,6,20,3,3,1
30154,1.387598593,Male,6,22,3,3,6
30155,1.623790526,Male,8,35,4,3,1
30156,1.713486042,Male,3,54,4,3,2
30158,2.776512103,Male,2,76,4,3,2
30162,1.426640179,Male,5,49,5,3,3
30163,1.664289098,Male,2,54,5,3,6
30164,1.461467613,Male,4,59,6,3,3
30165,1.472778871,Female,2,66,4,3,7
30166,1.553228034,Male,9,47,2,3,9
30167,1.987258073,Female,3,39,6,3,5
30168,1.383688421,Female,4,19,3,3,6
30169,1.424078102,Female,4,18,3,3,3
30170,1.721971768,Male,4,33,3,3,3
30171,1.683095676,Male,4,39,5,3,3
30172,1.511025176,Female,2,58,7,3,3
30173,1.316236936,Male,5,44,3,3,1
30174,1.715136712,Male,3,55,4,3,4
30175,1.021534375,Female,6,50,3,3,5
30176,1.471305745,Male,6,45,3,3,1
30177,2.627492429,Male,2,33,6,3,9
30178,2.269689075,Male,3,37,5,3,1
30179,1.445654465,Female,2,52,6,3,1
30180,1.503389225,Female,1,57,1,3,6
30181,1.435292895,Female,1,58,4,3,9
30182,1.445654465,Female,2,54,7,3,1
30183,1.419515937,Male,1,65,7,3,6
30185,1.169286384,Female,1,66,7,3,1
30186,1.574572257,Female,2,70,2,3,3
30187,1.375292241,Female,3,50,4,3,7
30188,1.882521032,Male,3,49,4,3,2
30189,2.307293493,Male,2,38,6,3,1
30190,1.75212047,Female,2,25,2,3,4
30191,2.004834377,Female,2,48,7,3,3
30192,1.296658444,Male,5,50,6,3,14
30193,1.444412864,Male,4,62,7,3,1
30194,1.66129679,Male,8,31,1,3,1
30195,2.360587287,Male,2,32,7,3,1
30197,1.611732252,Female,2,60,3,3,2
30198,2.001320044,Male,2,42,2,3,5
30199,1.287254062,Female,4,57,2,3,5
30200,1.063247316,Female,4,43,3,3,4
30201,1.661193079,Male,1,60,2,3,2
30202,1.745904163,Male,2,78,2,3,3
30203,2.622024648,Female,2,34,7,3,9
30204,2.008737479,Male,3,27,7,3,3
30205,1.84913507,Male,7,31,2,3,9
30206,1.59342988,Male,1,50,2,3,6
30208,2.526316605,Male,3,39,4,3,9
30209,2.052961932,Female,1,39,6,3,9
30210,2.044400569,Male,1,56,2,3,11
30211,1.282044056,Female,4,60,6,3,1
30212,2.020634174,Female,4,32,4,3,1
30213,2.358019967,Female,3,15,2,3,3
30214,1.870281215,Male,2,42,3,3,1
30215,1.389728653,Female,1,54,5,3,5
30216,1.661193079,Male,1,62,4,3,2
30218,1.069950636,Female,10,61,2,3,1
30219,2.008737479,Male,3,34,7,3,3
30221,1.532571762,Female,2,51,3,3,2
30222,1.585464136,Female,3,55,6,3,2
30223,2.258589587,Male,2,25,4,3,4
30225,1.520325498,Female,2,55,7,3,1
30226,1.311093515,Male,2,72,4,3,3
30227,1.39795766,Male,4,55,3,3,6
30228,1.301058862,Male,5,35,4,3,5
30229,2.307293493,Male,2,36,4,3,1
30230,1.691568635,Male,3,53,7,3,1
30231,1.639944558,Male,1,56,3,3,1
30233,1.73309682,Male,2,56,2,3,3
30234,2.008737479,Male,3,27,4,3,3
30235,1.529069503,Female,2,62,5,3,4
30237,2.090623215,Male,2,49,7,3,1
30238,1.987258073,Female,3,39,7,3,5
30239,1.346801133,Male,5,45,6,3,2
30240,1.891415771,Male,2,30,7,3,5
30241,1.362580251,Male,4,45,7,3,7
30242,2.142345102,Female,2,47,4,3,6
30243,1.891415771,Male,2,33,7,3,5
30244,2.207029096,Male,2,48,9,3,9
30245,2.360587287,Male,2,32,7,3,1
30246,1.574798484,Male,4,21,4,3,9
30247,1.511025176,Female,2,55,6,3,3
30248,1.802807822,Female,1,74,6,3,6
30249,2.027012538,Male,4,21,4,3,2
30250,1.824628429,Female,3,20,3,3,10
30251,1.913710814,Male,2,48,3,3,2
30253,2.294169554,Female,1,25,7,3,1
30254,1.990611158,Male,4,26,6,3,1
30255,1.686352984,Female,8,34,5,3,1
30256,1.461467613,Male,4,56,6,3,3
30258,1.575753653,Male,2,24,7,3,7
30259,1.991237639,Female,1,49,9,3,1
30260,1.122074538,Female,4,44,4,3,2
30261,1.876706071,Female,3,19,2,3,5
30262,1.311093515,Male,2,70,2,3,3
30263,1.183015771,Female,6,17,2,3,1
30264,1.313368592,Female,7,75,4,3,1
30265,2.269689075,Male,3,39,7,3,1
30266,1.507593809,Female,3,52,3,3,2
30268,1.46720337,Male,4,52,5,3,3
30269,1.948853038,Female,2,22,2,3,6
30270,1.958285039,Male,2,60,3,3,9
30271,2.500246641,Female,2,68,4,3,14
30272,1.795722833,Female,3,27,7,3,2
30273,1.853351475,Female,4,23,4,3,1
30275,1.955076904,Male,1,27,2,3,3
30276,1.853351475,Female,4,24,6,3,1
30277,1.335382694,Female,1,60,5,3,10
30278,1.105605115,Male,4,71,5,3,3
30280,1.43681093,Female,2,50,4,3,3
30281,1.725573604,Male,6,34,6,3,7
30282,1.664966777,Male,4,43,7,3,9
30283,1.824628429,Female,3,23,6,3,10
30285,1.686059895,Female,1,72,4,3,4
30286,2.396190398,Female,2,30,7,3,1
30287,1.520325498,Female,2,57,7,3,1
30288,1.363147104,Male,5,31,4,3,2
30289,1.577151023,Male,4,40,6,3,1
30291,1.35912458,Female,4,56,4,3,2
30292,1.787966492,Female,2,41,6,3,1
30293,1.651361959,Male,4,55,5,3,9
30294,1.585464136,Female,3,60,2,3,2
30295,1.34897696,Female,4,17,2,3,2
30296,1.758414851,Female,3,17,2,3,5
30297,1.860589355,Male,3,29,7,3,5
30298,1.284703599,Female,6,31,2,3,2
30299,1.22403037,Female,4,53,4,3,5
30301,1.455595713,Female,1,62,4,3,1
30302,1.201379536,Female,3,67,1,3,1
30303,1.661193079,Male,1,56,3,3,2
30304,1.745904163,Male,2,75,2,3,3
30305,1.762958702,Male,4,45,7,3,1
30306,1.292370957,Female,4,54,5,3,2
30307,1.507532847,Female,1,65,5,3,3
30308,1.67157008,Male,1,,3,3,3
30309,1.210189164,Male,6,51,7,3,1
30310,1.422093096,Female,3,50,7,3,1
30311,1.735065701,Male,2,60,4,3,2
30312,1.786749433,Female,1,83,3,3,1
30313,1.410930632,Female,6,47,6,3,3
30315,2.085032552,Male,2,70,4,3,2
30316,1.634015693,Female,3,71,7,3,2
30317,1.481962633,Male,2,71,2,3,1
30318,1.118381652,Female,5,16,2,3,3
30319,1.735065701,Male,2,55,3,3,2
30320,1.255272047,Male,1,71,2,3,3
30321,1.786749433,Female,1,85,8,3,1
30322,1.34897696,Female,4,16,2,3,2
30323,1.481962633,Male,2,70,6,3,1
30324,1.867844905,Male,2,22,3,3,1
30325,1.212959034,Female,5,42,7,3,3
30326,1.735065701,Male,2,57,5,3,2
30327,1.45780951,Male,3,74,7,3,1
30328,1.311093515,Male,2,71,7,3,3
30329,1.745904163,Male,2,77,4,3,3
30330,1.684955763,Male,3,58,3,3,1
30331,1.889418542,Male,1,83,4,3,1
30332,2.085032552,Male,2,69,3,3,2
30333,1.661088216,Female,2,70,7,3,2
30334,1.577151023,Male,4,40,4,3,1
30336,1.219691472,Male,7,60,4,3,3
30337,1.95678568,Female,3,39,5,3,3
30338,2.538256211,Female,2,79,3,3,2
30339,0.9832752,Male,5,17,3,3,1
30340,1.520325498,Female,2,63,7,3,1
30341,1.444412864,Male,4,56,7,3,1
30342,1.639123371,Male,1,43,4,3,2
30343,1.574572257,Female,2,68,3,3,3
30344,1.455595713,Female,1,56,3,3,1
30345,1.634015693,Female,3,65,3,3,2
30346,1.574572257,Female,2,70,4,3,3
30348,1.661088216,Female,2,71,5,3,2
30349,1.543110709,Female,1,62,4,3,2
30350,1.511025176,Female,2,61,2,3,3
30351,1.973440263,Male,2,79,6,3,1
30352,1.481962633,Male,2,68,3,3,1
30354,1.212959034,Female,5,44,7,3,3
30356,1.577151023,Male,4,44,6,3,1
30357,1.661088216,Female,2,65,2,3,2
30358,1.507532847,Female,1,72,2,3,3
30359,1.481962633,Male,2,72,5,3,1
30360,1.418866195,Male,1,67,7,3,1
30361,1.686068262,Male,5,15,2,3,3
30362,1.709439202,Male,4,47,6,3,3
30363,2.430186735,Female,1,84,3,3,2
30364,1.657782871,Male,2,56,6,3,6
30365,1.481962633,Male,2,65,2,3,1
30366,1.787966492,Female,2,41,7,3,1
30367,1.67157008,Male,1,80,8,3,3
30368,2.538256211,Female,2,80,3,3,2
30369,1.250266096,Male,4,73,1,3,6
30370,1.289725228,Male,3,67,3,3,3
30371,2.143066397,Male,3,15,2,3,1
30372,1.48639839,Female,3,60,3,3,3
30373,1.212959034,Female,6,43,3,3,3
30374,1.661088216,Female,2,67,2,3,2
30375,1.570244369,Female,2,55,5,3,6
30376,1.481962633,Male,2,72,7,3,1
30378,1.495547135,Female,3,62,4,3,1
30379,1.585454495,Male,3,54,7,3,5
30381,1.255272047,Male,1,70,3,3,3
30382,1.88383175,Male,3,23,4,3,5
30383,2.347526564,Male,1,27,5,3,7
30384,1.507532847,Female,1,74,3,3,3
30385,1.436080195,Female,6,20,4,3,14
30386,1.547800086,Female,2,48,2,3,2
30387,2.008737479,Male,3,29,4,3,3
30390,1.614897479,Male,4,24,2,3,5
30391,1.92763493,Female,3,35,7,3,1
30392,2.39278305,Female,3,31,2,3,3
30393,1.88383175,Male,3,23,3,3,5
30394,1.758826099,Female,3,42,6,3,1
30395,1.568991384,Female,6,23,5,3,9
30396,1.711854937,Female,5,31,4,3,3
30397,1.996259648,Male,1,65,2,3,2
30398,1.529272231,Male,4,44,4,3,3
30399,0.904791795,Male,5,24,4,3,4
30400,1.736291427,Male,1,44,4,3,3
30401,1.125810576,Female,5,17,2,3,2
30402,1.862352416,Male,3,38,4,3,2
30405,0.847852034,Male,4,19,3,3,4
30406,1.52257394,Female,3,46,6,3,2
30408,1.972159457,Female,3,45,9,3,3
30409,1.377333637,Male,2,70,3,3,5
30410,1.311093515,Male,2,70,5,3,3
30411,1.470291831,Female,2,59,6,3,7
30412,1.453400622,Female,4,40,5,3,3
30413,1.316236936,Male,5,40,4,3,1
30414,1.839799251,Male,3,40,3,3,1
30415,2.294169554,Female,1,30,7,3,1
30416,1.468786572,Female,3,50,7,3,6
30417,1.33111068,Male,7,25,3,3,5
30418,1.231564588,Male,4,19,3,3,9
30419,1.63616604,Male,2,36,5,3,14
30420,2.067629391,Male,4,29,3,3,7
30421,1.338553258,Female,1,52,3,3,7
30422,1.783947044,Male,3,43,6,3,3
30423,2.042018427,Male,2,25,6,3,3
30424,1.125810576,Female,5,17,2,3,2
30425,1.91076051,Female,4,21,3,3,5
30426,1.786749433,Female,1,,2,3,1
30427,1.178956652,Female,4,50,2,3,7
30428,1.711541648,Male,3,52,4,3,3
30429,1.996259648,Male,1,73,3,3,2
30431,1.434614223,Female,2,46,2,3,12
30432,1.202072438,Female,4,54,6,3,9
30433,1.577151023,Male,4,43,3,3,1
30434,1.572761979,Female,1,18,4,3,2
30435,1.205458155,Male,5,57,5,3,1
30437,1.600299191,Female,4,47,2,3,5
30438,1.532571762,Female,2,51,3,3,2
30439,1.88383175,Male,3,21,4,3,5
30441,1.282044056,Female,4,60,6,3,1
30442,1.327818152,Female,2,70,4,3,5
30443,1.669050599,Female,4,48,4,3,9
30444,1.952027392,Male,3,47,5,3,10
30445,1.859540283,Female,2,34,4,3,6
30446,1.368663849,Female,3,38,7,3,10
30447,1.807388076,Male,5,38,5,3,9
30448,1.204854534,Male,5,44,5,3,2
30449,1.520712386,Male,2,57,4,3,12
30450,1.48639839,Female,3,63,2,3,3
30451,2.366839896,Female,3,85,6,3,3
30452,1.48639839,Female,3,59,3,3,3
30453,1.720750487,Female,4,21,3,3,14
30454,2.307293493,Male,2,35,7,3,1
30455,1.492848434,Female,2,35,9,3,2
30457,2.042018427,Male,2,32,7,3,3
30459,1.22403037,Female,4,54,3,3,5
30460,2.001320044,Male,2,42,2,3,5
30461,1.455595713,Female,1,62,3,3,1
30462,1.546166063,Male,4,38,5,3,6
30463,1.936937304,Male,2,29,6,3,2
30464,2.079787216,Female,2,47,5,3,1
30465,1.272234516,Male,5,17,2,3,5
30466,1.75212047,Female,2,29,6,3,4
30467,1.652447353,Female,4,38,7,3,1
30468,1.639944558,Male,1,56,7,3,1
30470,1.172434443,Male,2,72,9,3,9
30471,1.470291831,Female,2,64,2,3,7
30475,1.461511003,Female,1,55,6,3,5
30476,1.122074538,Female,4,40,6,3,2
30477,1.689333536,Female,2,75,3,3,9
30478,0.860768142,Male,5,17,2,3,9
30479,1.745904163,Male,2,76,2,3,3
30480,2.085032552,Male,2,69,4,3,2
30481,1.39993186,Female,5,37,6,3,3
30482,1.687652065,Male,4,44,4,3,5
30483,1.683095676,Male,4,39,6,3,3
30484,1.532571762,Female,2,51,7,3,2
30485,1.879845986,Male,2,18,3,3,2
30486,1.825474535,Female,2,26,5,3,2
30487,1.486441474,Male,2,54,2,3,10
30488,1.221284103,Female,2,68,3,3,1
30490,1.34897696,Female,4,16,2,3,2
30491,1.410930632,Female,5,49,3,3,3
30492,1.963775181,Male,3,21,2,3,3
30493,1.468870184,Male,4,54,3,3,2
30494,1.417521787,Female,4,17,3,3,1
30495,1.637164407,Male,3,50,3,3,6
30497,1.684955763,Male,3,58,3,3,1
30498,1.886478118,Male,4,45,5,3,5
30499,1.327818152,Female,2,65,5,3,5
30500,1.517581286,Male,4,16,2,3,2
30501,2.250506674,Female,2,83,3,3,7
30502,1.558964241,Male,4,38,3,3,5
30503,1.94035125,Male,2,84,2,3,7
30504,1.338553258,Female,1,53,3,3,7
30505,1.591096331,Male,3,50,4,3,7
30506,1.358620609,Male,4,56,5,3,7
30507,1.434861471,Female,4,43,3,3,9
30508,1.271284611,Female,1,71,1,3,5
30509,1.617408019,Female,1,75,3,3,9
30510,1.494787606,Male,1,82,3,3,9
30511,1.114947594,Female,4,16,2,3,10
30514,1.097117289,Female,1,43,3,3,10
30516,1.42549031,Female,2,54,3,3,9
30517,2.16245256,Male,1,77,3,3,10
30518,1.456499097,Male,3,60,3,3,10
30519,1.486441474,Male,2,54,4,3,10
30521,1.704850696,Male,3,59,4,3,3
30522,1.532571762,Female,2,54,7,3,2
30523,1.825474535,Female,2,34,4,3,2
30524,2.360587287,Male,2,31,6,3,1
30525,1.891415771,Male,2,31,4,3,5
30526,1.870281215,Male,2,41,4,3,1
30528,1.148160095,Female,5,41,6,3,5
30529,1.378170875,Male,5,57,2,3,9
30530,1.686352984,Female,6,26,6,3,1
30531,1.684955763,Male,3,63,4,3,1
30532,2.161996287,Female,3,23,6,3,1
30533,1.45711431,Male,2,68,3,3,7
30534,1.053993549,Male,6,18,3,3,5
30535,2.322578127,Male,4,45,7,3,4
30536,1.224478341,Male,5,54,3,3,3
30537,1.526503839,Female,2,63,5,3,5
30538,1.028016721,Male,5,19,4,3,1
30539,1.050805481,Female,7,53,4,3,6
30540,1.074588312,Female,2,44,2,3,11
30541,1.818583763,Male,3,38,7,3,5
30543,1.995916802,Male,2,36,7,3,3
30544,1.623790526,Male,5,38,4,3,1
30545,2.585689764,Female,4,28,2,3,7
30546,1.574572257,Female,2,65,7,3,3
30547,1.584876238,Male,3,57,6,3,7
30548,1.904599613,Male,4,34,6,3,4
30549,1.553228034,Male,5,47,6,3,9
30550,2.4324269,Female,2,32,6,3,3
30551,1.88383175,Male,3,21,6,3,5
30552,1.520325498,Female,2,56,4,3,1
30553,2.021390976,Female,4,14,2,3,3
30554,1.411232788,Female,3,49,3,3,12
30555,1.987258073,Female,3,36,7,3,5
30556,1.965225814,Male,2,55,7,3,13
30557,2.140378868,Male,1,73,4,3,4
30558,2.258615999,Male,2,76,3,3,10
30559,1.389728653,Female,1,54,5,3,5
30560,1.886478118,Male,4,45,6,3,5
30561,1.228739992,Male,4,66,2,3,7
30562,1.8117298,Female,3,43,6,3,6
30563,2.051191309,Female,4,29,6,3,3
30564,1.691568635,Male,3,54,4,3,1
30566,1.276278914,Male,5,42,5,3,3
30567,1.236783903,Female,4,46,4,3,4
30568,1.66771269,Male,1,54,2,3,2
30569,1.311209012,Female,3,47,2,3,10
30570,1.643408241,Female,4,24,3,3,6
30571,1.043924077,Male,5,47,7,3,13
30572,1.453969007,Female,2,51,5,3,4
30573,1.395075822,Male,1,65,6,3,7
30574,1.526503839,Female,2,62,2,3,5
30575,1.058465804,Female,1,65,4,3,9
30576,1.617408019,Female,1,75,2,3,9
30577,1.474687071,Female,3,58,4,3,9
30578,1.561260239,Male,2,78,2,3,9
30579,1.494787606,Male,1,79,4,3,9
30580,1.248570484,Male,4,56,4,3,10
30581,1.629100183,Female,1,44,3,3,9
30582,1.058465804,Female,1,72,2,3,9
30583,1.617408019,Female,1,77,7,3,9
30584,1.84913507,Male,5,31,4,3,9
30585,1.172434443,Male,2,69,6,3,9
30586,1.568093523,Female,4,30,3,3,6
30588,1.453400622,Female,4,42,6,3,3
30589,0.969318086,Male,6,65,6,3,5
30590,1.704850696,Male,3,55,6,3,3
30592,1.377333637,Male,2,68,5,3,5
30593,3.148010921,Male,8,36,2,3,10
30594,1.869355838,Female,2,64,6,3,14
30595,1.46720337,Male,4,50,8,3,3
30596,1.574572257,Female,2,65,3,3,3
30597,2.396190398,Female,2,33,7,3,1
30598,1.501624781,Female,3,55,2,3,5
30600,2.114542187,Female,4,39,4,3,7
30601,2.042018427,Male,2,28,7,3,3
30602,2.202212086,Female,4,31,7,3,14
30603,1.611134613,Male,2,63,2,3,7
30604,1.281787429,Male,2,33,5,3,12
30607,1.687652065,Male,4,42,6,3,5
30608,2.161996287,Female,3,23,5,3,1
30609,1.839799251,Male,3,44,4,3,1
30610,1.069950636,Female,5,55,6,3,1
30611,1.91076051,Female,4,23,6,3,5
30612,1.377333637,Male,2,66,4,3,5
30613,2.358019967,Female,3,15,2,3,3
30614,1.605421724,Male,2,59,6,3,5
30615,1.276278914,Male,5,43,3,3,3
30617,2.020293012,Male,4,14,2,3,3
30619,1.712014561,Male,2,44,6,3,2
30620,1.741875237,Male,2,52,4,3,2
30622,2.051191309,Female,4,27,7,3,3
30623,1.76381345,Female,3,26,4,3,11
30624,1.735065701,Male,2,58,3,3,2
30627,1.845315013,Male,3,32,6,3,6
30628,1.481962633,Male,2,68,3,3,1
30629,1.410073443,Female,1,71,3,3,7
30630,1.611722451,Male,2,50,2,3,5
30631,1.600299191,Female,4,46,3,3,5
30632,1.695440282,Female,3,40,4,3,3
30634,1.661088216,Female,2,65,6,3,2
30635,1.137163423,Male,5,48,4,3,7
30636,1.45711431,Male,2,66,3,3,7
30637,1.232311573,Male,2,19,3,3,7
30638,1.762958702,Male,4,46,5,3,1
30640,2.776512103,Male,2,75,4,3,2
30641,1.516814317,Male,3,18,3,3,6
30642,1.951039073,Female,2,22,3,3,2
30643,2.008737479,Male,3,25,2,3,3
30644,1.891415771,Male,2,34,6,3,5
30645,1.39807821,Female,2,54,6,3,7
30646,1.231797694,Male,4,19,3,3,1
30647,1.507737531,Female,4,42,2,3,1
30649,1.639123371,Male,1,43,4,3,2
30650,2.627492429,Male,2,34,4,3,9
30651,1.66129679,Male,5,29,7,3,1
30652,1.392064434,Female,1,53,3,3,4
30653,1.413393693,Female,3,53,6,3,3
30654,1.546166063,Male,4,36,6,3,6
30655,1.424078102,Female,4,19,3,3,3
30656,2.396190398,Female,2,27,7,3,1
30657,1.665820239,Male,1,54,2,3,3
30658,1.691379109,Female,4,21,4,3,3
30659,1.882977998,Female,2,69,2,3,6
30660,1.94035125,Male,2,82,4,3,7
30661,1.507737531,Female,4,41,6,3,1
30662,2.850213455,Male,1,76,3,3,4
30663,1.295657415,Male,4,17,3,3,3
30664,1.834109049,Male,2,65,3,3,8
30665,1.284703599,Female,5,34,3,3,2
30666,1.741875237,Male,2,51,3,3,2
30668,1.470291831,Female,2,58,7,3,7
30669,1.40370872,Female,4,45,2,3,7
30670,1.408457371,Male,7,41,4,3,5
30671,1.377333637,Male,2,69,7,3,5
30672,1.119708491,Female,4,69,2,3,5
30673,1.377333637,Male,2,71,3,3,5
30674,1.526503839,Female,2,63,7,3,5
30676,1.327818152,Female,2,69,2,3,5
