ID,Weight in Thousands,gender,hhsize,age,educat,Month,Region
70136,1.604866133,Female,3,42,5,7,5
70137,1.389524996,Male,6,43,5,7,9
70138,1.499119822,Female,2,64,7,7,9
70139,1.704850696,Male,3,57,3,7,3
70140,1.686068262,Male,6,14,2,7,3
70141,2.568953821,Female,3,26,6,7,14
70142,1.994792162,Male,1,45,4,7,6
70143,1.574572257,Female,2,71,2,7,3
70144,0.969318086,Male,5,66,9,7,5
70145,1.743553256,Male,2,62,2,7,4
70146,1.973050122,Female,3,21,3,7,3
70147,2.042018427,Male,2,27,2,7,3
70148,1.585464136,Female,3,59,3,7,2
70149,1.575096557,Male,4,21,3,7,1
70150,1.664966777,Male,4,43,4,7,9
70151,1.990611158,Male,4,26,6,7,1
70152,1.661088216,Female,2,66,7,7,2
70153,1.084146224,Male,4,23,3,7,4
70154,1.867844905,Male,2,21,6,7,1
70155,1.363952727,Male,4,53,2,7,7
70156,2.142345102,Female,2,45,7,7,6
70157,1.236503734,Female,4,36,7,7,11
70158,2.042018427,Male,2,30,6,7,3
70159,1.544652425,Female,3,58,5,7,6
70162,2.085032552,Male,2,70,4,7,2
70163,2.306434427,Female,1,,4,7,10
70164,1.991237639,Female,1,46,5,7,1
70165,1.84913507,Male,8,31,3,7,9
70166,1.008395882,Female,7,39,2,7,4
70167,1.743553256,Male,2,64,6,7,4
70168,1.891415771,Male,2,29,6,7,5
70169,1.657782871,Male,2,60,5,7,6
70170,1.594656138,Female,5,21,4,7,5
70171,1.520706943,Female,2,39,6,7,6
70172,1.526503839,Female,2,59,6,7,5
70173,1.835258779,Male,2,61,7,7,14
70176,2.042018427,Male,2,28,6,7,3
70177,1.673958153,Male,2,28,6,7,14
70178,1.172434443,Male,2,74,2,7,9
70179,1.870281215,Male,2,44,6,7,1
70181,2.360587287,Male,2,30,4,7,1
70182,1.703558744,Female,4,36,5,7,5
70183,1.709439202,Male,4,45,6,7,3
70184,1.547800086,Female,2,46,3,7,2
70185,2.051191309,Female,4,30,6,7,3
70186,1.860589355,Male,3,31,4,7,5
70187,1.691568635,Male,3,52,6,7,1
70188,1.43681093,Female,2,53,6,7,3
70189,1.481962633,Male,2,69,3,7,1
70190,1.526503839,Female,2,57,3,7,5
70191,1.43681093,Female,2,50,7,7,3
70192,1.481900535,Female,1,49,4,7,2
70193,1.837054936,Male,3,20,4,7,9
70194,2.211073299,Female,4,32,4,7,9
70195,1.686352984,Female,5,31,3,7,1
70196,1.35912458,Female,4,59,7,7,2
70197,1.589495292,Male,3,47,4,7,7
70198,1.470291831,Female,2,60,6,7,7
70199,2.020634174,Female,4,33,7,7,1
70200,1.481962633,Male,2,69,3,7,1
70201,1.712014561,Male,2,43,3,7,2
70202,1.657782871,Male,2,63,4,7,6
70203,1.404932318,Male,6,22,4,7,3
70204,1.837402648,Male,3,22,4,7,1
70205,1.587200664,Male,1,64,2,7,6
70206,1.854859041,Female,2,21,5,7,10
70207,1.806574189,Female,4,45,3,7,6
70208,2.169422177,Female,1,21,3,7,5
70209,1.574572257,Female,2,68,6,7,3
70210,1.450081687,Male,4,50,4,7,1
70211,1.942609687,Female,1,76,3,7,5
70212,1.753821035,Female,4,48,7,7,1
70213,1.968702401,Male,3,40,3,7,5
70214,2.005739798,Female,2,23,6,7,3
70215,2.4703063,Female,2,33,2,7,5
70216,1.63616604,Male,2,36,6,7,14
70217,1.410930632,Female,5,45,7,7,3
70219,1.271284611,Female,1,67,3,7,5
70220,2.322114283,Male,3,26,7,7,1
70221,1.687652065,Male,4,41,6,7,5
70222,1.417521787,Female,4,17,2,7,1
70223,1.084146224,Male,4,21,3,7,4
70224,0.902076086,Male,6,33,6,7,12
70225,1.568093523,Female,4,27,3,7,6
70226,1.411567836,Female,5,21,5,7,3
70228,1.326262462,Female,2,50,7,7,10
70229,1.860589355,Male,3,26,6,7,5
70230,1.715136712,Male,3,60,4,7,4
70231,1.623790526,Male,5,37,3,7,1
70232,1.611134613,Male,2,64,3,7,7
70233,2.258589587,Male,2,25,6,7,4
70234,1.959572164,Female,2,35,7,7,1
70235,1.974343961,Male,2,83,2,7,6
70236,1.673958153,Male,2,34,7,7,14
70237,2.008737479,Male,3,31,3,7,3
70238,1.739898629,Male,2,51,6,7,3
70239,2.215684112,Male,4,30,4,7,9
70240,1.321032204,Female,6,18,2,7,9
70241,1.389524996,Male,6,44,2,7,9
70242,2.008737479,Male,3,32,6,7,3
70244,2.396190398,Female,2,27,6,7,1
70245,2.071209333,Female,2,55,4,7,11
70247,1.996259648,Male,1,67,2,7,2
70248,1.395075822,Male,1,71,4,7,7
70249,1.081311885,Male,5,17,2,7,3
70250,1.250858323,Male,4,49,4,7,13
70251,1.04724709,Female,1,57,5,7,12
70254,2.322114283,Male,3,28,3,7,1
70256,2.396190398,Female,2,25,7,7,1
70257,1.219691472,Male,5,55,6,7,3
70258,1.723564298,Female,3,33,6,7,4
70259,1.866205497,Female,2,80,4,7,1
70260,2.141852652,Male,1,46,4,7,5
70261,2.4703063,Female,2,26,5,7,5
70262,1.404932318,Male,6,22,4,7,3
70263,2.466683961,Female,3,38,6,7,7
70265,2.027012538,Male,4,22,6,7,2
70266,2.042018427,Male,2,32,7,7,3
70267,1.706787488,Male,3,58,4,7,2
70268,1.712872266,Male,2,62,6,7,1
70269,1.684955763,Male,3,59,7,7,1
70270,1.48639839,Female,3,62,2,7,3
70271,0.99961974,Female,5,18,3,7,7
70272,1.482641269,Male,2,74,3,7,6
70273,1.94035125,Male,2,75,3,7,7
70274,1.264692717,Male,3,22,3,7,4
70275,1.735065701,Male,2,55,2,7,2
70276,2.39278305,Female,3,34,7,7,3
70277,1.741875237,Male,2,53,4,7,2
70278,1.652447353,Female,4,36,6,7,1
70279,2.008737479,Male,3,28,2,7,3
70280,1.664289098,Male,2,54,2,7,6
70281,1.311093515,Male,2,71,6,7,3
70282,1.493121563,Female,2,54,6,7,6
70283,1.783947044,Male,3,40,2,7,3
70284,1.221284103,Female,2,65,4,7,1
70286,2.140378868,Male,1,65,2,7,4
70287,1.945670129,Male,4,38,4,7,1
70288,2.627492429,Male,2,30,4,7,9
70291,1.691379109,Female,4,21,3,7,3
70292,1.259103809,Female,4,50,6,7,6
70294,1.633360067,Male,4,33,3,7,2
70295,1.526503839,Female,2,58,6,7,5
70296,1.419515937,Male,1,71,3,7,6
70297,1.605421724,Male,2,60,7,7,5
70298,1.996311189,Male,2,20,3,7,3
70299,1.520325498,Female,2,62,3,7,1
70300,2.042018427,Male,2,30,7,7,3
70301,1.437099435,Male,6,30,7,7,3
70302,1.455595713,Female,1,63,2,7,1
70303,1.407692293,Female,1,61,2,7,7
70304,1.129838312,Male,5,55,2,7,5
70305,1.233319514,Female,2,44,5,7,12
70306,1.461511003,Female,1,57,4,7,5
70307,1.605421724,Male,2,58,5,7,5
70309,1.594973149,Male,4,28,3,7,5
70310,2.042018427,Male,2,25,6,7,3
70311,1.46720337,Male,4,50,4,7,3
70312,1.574572257,Female,2,73,3,7,3
70313,1.66129679,Male,6,25,7,7,1
70314,1.661088216,Female,2,71,2,7,2
70315,2.161996287,Female,3,24,4,7,1
70316,1.945670129,Male,4,35,7,7,1
70317,1.98907914,Male,5,21,3,7,12
70318,1.017311667,Male,5,44,3,7,7
70319,1.915043249,Male,2,21,4,7,5
70320,1.444412864,Male,4,55,6,7,1
70321,1.546744498,Female,10,21,3,7,1
70322,2.4324269,Female,2,30,3,7,3
70323,2.39278305,Female,3,26,6,7,3
70324,1.561260239,Male,2,75,2,7,9
70325,1.529272231,Male,4,40,6,7,3
70327,1.411567836,Female,5,23,6,7,3
70328,1.874908571,Male,1,55,3,7,9
70329,1.69611646,Male,2,65,3,7,10
70330,1.803654262,Male,3,39,3,7,6
70331,1.805398106,Male,2,48,6,7,14
70332,1.887734344,Male,1,24,3,7,6
70333,1.507737531,Female,4,40,3,7,1
70334,1.735065701,Male,2,63,3,7,2
70335,1.511025176,Female,2,56,3,7,3
70336,2.364577707,Male,3,23,4,7,2
70339,2.579290721,Female,3,34,2,7,9
70340,2.265895552,Female,2,24,3,7,5
70341,1.734052599,Male,5,43,2,7,4
70342,2.085032552,Male,2,66,3,7,2
70344,1.32778869,Female,4,68,7,7,3
70345,1.421732548,Female,5,35,3,7,5
70347,1.721971768,Male,4,27,6,7,3
70348,1.861120226,Male,4,46,3,7,9
70349,1.395075822,Male,1,72,6,7,7
70350,1.537068859,Male,1,63,3,7,5
70351,1.221284103,Female,2,70,2,7,1
70352,1.712872266,Male,2,55,6,7,1
70353,1.574572257,Female,2,69,3,7,3
70354,2.235560699,Male,2,66,4,7,4
70355,1.859540283,Female,2,26,6,7,6
70356,1.973050122,Female,3,21,6,7,3
70357,1.963387221,Male,3,35,6,7,3
70358,1.587200664,Male,1,60,3,7,6
70359,1.960583387,Male,2,15,2,7,4
70360,2.576414642,Female,1,80,4,7,4
70361,1.758826099,Female,3,44,6,7,1
70362,1.910938114,Male,1,35,1,7,3
70364,1.631455704,Female,2,44,5,7,5
70365,1.657782871,Male,2,63,3,7,6
70366,1.221284103,Female,2,70,5,7,1
70367,1.314522348,Male,5,24,4,7,1
70368,1.98302497,Female,1,60,6,7,11
70369,2.109309136,Female,3,39,7,7,9
70370,1.695440282,Female,3,42,4,7,3
70371,1.617457762,Male,2,54,3,7,7
70373,2.75927734,Male,2,43,2,7,12
70374,1.876140895,Female,1,35,6,7,1
70375,2.358019967,Female,3,14,2,7,3
70376,1.639123371,Male,1,43,4,7,2
70378,1.050613262,Female,5,38,6,7,2
70379,1.715136712,Male,3,58,2,7,4
70380,1.33111068,Male,5,31,6,7,5
70381,2.4324269,Female,2,29,4,7,3
70382,1.657782871,Male,2,55,2,7,6
70384,1.426640179,Male,5,45,6,7,3
70385,1.44632892,Female,3,56,5,7,7
70386,1.837124,Male,4,15,2,7,1
70387,1.561206841,Male,2,19,3,7,3
70388,1.735065701,Male,2,63,3,7,2
70389,2.690986817,Female,2,84,4,7,4
70390,1.226087654,Female,4,51,6,7,4
70391,1.311093515,Male,2,69,6,7,3
70392,1.590365279,Female,1,66,5,7,2
70393,1.529069503,Female,2,64,3,7,4
70394,1.239355709,Female,7,67,3,7,4
70395,2.020293012,Male,4,14,2,7,3
70396,1.50414863,Female,3,56,6,7,4
70397,1.463967431,Female,1,55,6,7,4
70398,1.426640179,Male,5,48,6,7,3
70399,1.258873487,Female,4,37,2,7,2
70400,2.690986817,Female,2,79,3,7,4
70401,1.444412864,Male,4,64,6,7,1
70402,1.938345202,Male,6,49,7,7,4
70403,1.745904163,Male,2,79,2,7,3
70404,1.481900535,Female,1,49,6,7,2
70405,1.573714095,Female,4,80,4,7,1
70406,1.669319266,Male,1,64,3,7,4
70408,2.406053918,Female,2,82,3,7,3
70409,1.585464136,Female,3,58,3,7,2
70410,2.137164371,Female,3,21,3,7,4
70411,1.653300086,Male,4,15,2,7,4
70412,1.081311885,Male,6,16,2,7,3
70413,1.105605115,Male,4,68,7,7,3
70414,1.661088216,Female,2,71,2,7,2
70417,1.481962633,Male,2,67,4,7,1
70418,1.221284103,Female,2,65,2,7,1
70419,1.661088216,Female,2,67,3,7,2
70420,1.745904163,Male,2,79,2,7,3
70421,1.233079636,Female,5,29,4,7,4
70422,1.450081687,Male,4,52,3,7,1
70423,1.963775181,Male,3,20,3,7,3
70425,1.443689588,Male,4,44,2,7,2
70426,1.889418542,Male,1,77,3,7,1
70427,2.207598544,Male,2,39,2,7,4
70428,1.547800086,Female,2,47,4,7,2
70429,1.43681093,Female,2,54,3,7,3
70430,1.236783903,Female,4,47,7,7,4
70431,2.085032552,Male,2,68,4,7,2
70432,1.169286384,Female,1,72,3,7,1
70433,2.042018427,Male,2,31,2,7,3
70435,1.575753653,Male,2,23,6,7,7
70437,1.481962633,Male,2,65,5,7,1
70438,1.212959034,Female,6,40,4,7,3
70439,1.577151023,Male,4,41,8,7,1
70440,1.45780951,Male,3,70,6,7,1
70441,1.402257577,Female,3,53,6,7,9
70442,1.639944558,Male,1,63,5,7,1
70443,1.302301156,Female,5,18,3,7,1
70445,1.371532971,Female,5,20,3,7,6
70446,1.495547135,Female,3,62,3,7,1
70448,1.511025176,Female,2,57,2,7,3
70449,1.481962633,Male,2,68,4,7,1
70450,2.35436505,Male,1,29,4,7,13
70452,1.378170875,Male,5,62,7,7,9
70453,1.701348695,Female,2,33,5,7,10
70454,2.235560699,Male,2,71,5,7,4
70455,1.633360067,Male,4,30,4,7,2
70456,2.39278305,Female,3,33,6,7,3
70457,1.403444163,Male,4,51,4,7,6
70458,1.526503839,Female,2,55,6,7,5
70459,1.511025176,Female,2,55,4,7,3
70460,1.426640179,Male,5,48,6,7,3
70461,1.834109049,Male,2,65,4,7,8
70462,2.396190398,Female,2,30,7,7,1
70463,1.849208135,Male,3,18,3,7,2
70464,1.481962633,Male,2,70,2,7,1
70465,1.483343567,Male,2,47,5,7,13
70466,2.430045089,Female,3,29,6,7,5
70467,1.594973149,Male,4,27,7,7,5
70468,2.250506674,Female,2,77,2,7,7
70469,2.141852652,Male,1,45,6,7,5
70470,1.408457371,Male,5,40,3,7,5
70471,1.353803104,Male,4,59,6,7,5
70472,1.686998963,Female,2,24,6,7,7
70473,1.661088216,Female,2,69,9,7,2
70474,2.585689764,Female,4,26,6,7,7
70475,2.004834377,Female,2,48,4,7,3
70477,1.661088216,Female,2,66,6,7,2
70480,1.994117823,Male,3,45,2,7,3
70482,1.437099435,Male,6,25,4,7,3
70483,1.673620004,Female,3,28,3,7,10
70485,1.608789056,Female,4,19,3,7,5
70486,2.209057548,Male,1,35,2,7,1
70487,2.39278305,Female,3,31,3,7,3
70488,1.936937304,Male,2,26,3,7,2
70489,1.548909776,Female,3,66,4,7,3
70490,1.646380776,Male,1,51,4,7,1
70491,1.936937304,Male,2,31,3,7,2
70492,1.575096557,Male,4,21,2,7,1
70495,1.784479714,Female,5,14,2,7,1
70496,1.83411214,Male,2,76,2,7,5
70497,2.430045089,Female,3,25,6,7,5
70498,1.783947044,Male,3,41,7,7,3
70499,1.426640179,Male,7,49,5,7,3
70500,2.077789154,Male,4,44,7,7,4
70501,1.661088216,Female,2,74,4,7,2
70502,1.533201596,Male,5,15,2,7,1
70503,1.507737531,Female,4,40,3,7,1
70504,1.138308845,Male,6,51,7,7,7
70505,1.594973149,Male,4,34,3,7,5
70507,1.942239256,Male,3,44,4,7,9
70509,1.661088216,Female,2,73,6,7,2
70510,1.995916802,Male,2,35,3,7,3
70511,1.958285039,Male,2,64,6,7,9
70513,1.529069503,Female,2,64,4,7,4
70514,1.574572257,Female,2,65,4,7,3
70515,1.882266941,Male,1,51,6,7,9
70516,2.051191309,Female,4,33,4,7,3
70517,2.051050557,Male,3,65,2,7,2
70518,1.255272047,Male,1,70,3,7,3
70519,2.085032552,Male,2,73,6,7,2
70521,1.723530494,Female,2,40,4,7,3
70522,1.723564298,Female,3,31,7,7,4
70523,2.538256211,Female,2,79,2,7,2
70524,1.236783903,Female,4,45,2,7,4
70526,1.659308026,Male,1,58,4,7,3
70527,1.327818152,Female,2,72,2,7,5
70528,1.775225488,Male,2,42,4,7,10
70530,1.972159457,Female,3,47,2,7,3
70531,1.711841552,Female,1,42,6,7,1
70532,1.561260239,Male,2,,7,7,9
70534,2.406053918,Female,2,81,3,7,3
70535,1.664289098,Male,2,50,3,7,6
70536,1.889418542,Male,1,75,2,7,1
70537,2.430045089,Female,3,31,2,7,5
70538,1.204854534,Male,5,43,4,7,2
70539,1.125810576,Female,6,17,2,7,2
70540,1.543110709,Female,1,63,6,7,2
70541,0.828672908,Male,3,19,3,7,14
70542,1.451529356,Female,2,50,7,7,5
70543,1.973050122,Female,3,21,2,7,3
70544,1.511025176,Female,2,63,3,7,3
70545,1.255272047,Male,1,67,4,7,3
70546,1.463679757,Female,5,47,2,7,1
70547,1.866205497,Female,2,76,2,7,1
70548,2.265895552,Female,2,24,3,7,5
70549,1.426640179,Male,5,45,5,7,3
70550,1.745904163,Male,2,76,5,7,3
70552,1.221284103,Female,2,66,2,7,1
70553,1.105605115,Male,4,66,5,7,3
70554,1.172434443,Male,2,68,4,7,9
70555,1.886478118,Male,4,46,2,7,5
70556,1.84913507,Male,8,30,4,7,9
70557,1.665820239,Male,1,53,4,7,3
70558,1.574572257,Female,2,74,5,7,3
70559,2.526316605,Male,3,39,6,7,9
70560,1.311093515,Male,2,74,3,7,3
70561,1.712872266,Male,2,57,7,7,1
70562,1.43681093,Female,2,53,2,7,3
70564,1.311752105,Male,5,40,6,7,6
70565,2.22942772,Female,2,22,6,7,9
70566,1.495547135,Female,3,61,4,7,1
70567,1.548909776,Female,3,73,4,7,3
70568,1.48639839,Female,3,63,1,7,3
70569,1.886478118,Male,4,46,7,7,5
70570,1.829233375,Female,3,28,7,7,6
70571,1.745904163,Male,2,76,6,7,3
70572,1.712872266,Male,2,59,6,7,1
70573,1.786749433,Female,1,85,2,7,1
70574,1.446691364,Female,1,58,3,7,3
70575,1.891415771,Male,2,33,6,7,5
70577,1.183015771,Female,6,17,2,7,1
70578,2.051050557,Male,3,65,1,7,2
70579,2.396190398,Female,2,28,4,7,1
70580,0.92270066,Male,6,72,7,7,3
70582,1.73309682,Male,2,64,3,7,3
70583,1.659531053,Male,3,16,2,7,7
70584,2.307293493,Male,2,39,4,7,1
70585,1.668473045,Male,3,67,2,7,10
70586,1.605421724,Male,2,59,2,7,5
70587,2.008737479,Male,3,34,6,7,3
70588,1.402069769,Female,3,42,4,7,13
70589,1.171078161,Female,2,38,6,7,8
70590,1.327818152,Female,2,69,2,7,5
70591,1.471305745,Male,6,47,6,7,1
70592,1.942609687,Female,1,85,4,7,5
70593,1.45711431,Male,2,74,6,7,7
70594,1.407692293,Female,1,59,3,7,7
70595,1.221284103,Female,2,68,7,7,1
70596,1.327818152,Female,2,70,4,7,5
70597,1.657782871,Male,2,59,3,7,6
70598,1.221284103,Female,2,66,5,7,1
70599,1.889418542,Male,1,80,7,7,1
70600,1.532571762,Female,2,54,2,7,2
70601,2.171058793,Male,3,48,3,7,9
70602,1.889418542,Male,1,76,3,7,1
70603,1.891415771,Male,2,27,7,7,5
70605,1.148160095,Female,6,44,6,7,5
70606,1.394766652,Female,2,60,3,7,10
70607,1.377333637,Male,2,66,2,7,5
70608,1.450081687,Male,4,50,5,7,1
70609,1.753821035,Female,4,47,7,7,1
70610,1.377333637,Male,2,67,4,7,5
70611,1.866205497,Female,2,80,2,7,1
70612,1.839799251,Male,3,40,4,7,1
70613,1.990611158,Male,4,29,4,7,1
70614,1.481962633,Male,2,73,3,7,1
70615,2.360587287,Male,2,28,5,7,1
70616,1.800939319,Female,4,36,4,7,14
70617,1.40370872,Female,4,47,4,7,7
70618,1.683095676,Male,4,39,6,7,3
70619,1.861600424,Male,4,35,6,7,4
70620,1.866205497,Female,2,84,5,7,1
70622,1.520325498,Female,2,63,2,7,1
70623,1.316236936,Male,6,44,6,7,1
70625,1.431037778,Female,2,42,5,7,7
70626,2.406053918,Female,2,81,4,7,3
70627,1.526503839,Female,2,58,6,7,5
70628,1.712872266,Male,2,58,5,7,1
70629,1.311093515,Male,2,73,3,7,3
70630,1.011176074,Female,5,51,5,7,3
70631,1.410073443,Female,1,73,6,7,7
70632,1.684955763,Male,3,57,2,7,1
70633,1.481962633,Male,2,67,7,7,1
70634,1.271284611,Female,1,65,3,7,5
70635,1.664966777,Male,4,40,6,7,9
70636,2.303613123,Female,1,75,3,7,3
70638,1.657842987,Male,4,54,5,7,9
70639,1.236783903,Female,4,48,3,7,4
70640,1.287254062,Female,4,64,6,7,5
70641,1.122074538,Female,4,40,7,7,2
70642,2.360587287,Male,2,30,6,7,1
70644,1.46720337,Male,4,53,3,7,3
70645,1.786749433,Female,1,,2,7,1
70646,1.499119822,Female,2,63,3,7,9
70648,1.561260239,Male,2,,2,7,9
70649,1.105535374,Female,2,70,3,7,9
70650,1.689333536,Female,2,76,4,7,9
70652,1.326262462,Female,2,53,6,7,10
70653,1.105535374,Female,2,72,3,7,9
70654,1.326262462,Female,2,54,7,7,10
70655,1.223091711,Male,2,16,2,7,9
70657,1.058465804,Female,1,69,3,7,9
70658,1.689333536,Female,2,82,2,7,9
70660,1.087517287,Female,3,72,6,7,9
70661,1.689333536,Female,2,75,2,7,9
70662,1.499119822,Female,2,64,2,7,9
70663,1.480630509,Male,2,63,4,7,10
70664,1.617408019,Female,1,75,2,7,9
70665,1.561260239,Male,2,79,3,7,9
70667,1.402257577,Female,3,54,3,7,9
70668,1.434695389,Female,4,28,3,7,10
70669,1.499119822,Female,2,63,4,7,9
70670,1.392933216,Female,8,46,5,7,9
70673,1.965970633,Male,2,50,5,7,9
70674,1.657842987,Male,4,50,7,7,9
70676,1.837054936,Male,3,23,2,7,9
70677,2.303613123,Female,1,,5,7,3
70678,1.098721461,Male,5,18,3,7,3
70679,1.73309682,Male,2,56,6,7,3
70682,1.274201378,Female,4,64,2,7,3
70683,1.422093096,Female,3,51,4,7,1
70684,1.661088216,Female,2,70,4,7,2
70686,1.359116315,Male,4,51,5,7,5
70687,1.711541648,Male,3,53,3,7,3
70688,1.683428251,Male,4,20,4,7,3
70691,1.677436566,Female,4,35,4,7,3
70692,1.379728847,Male,4,38,7,7,14
70693,1.611732252,Female,2,64,9,7,2
70694,1.963387221,Male,3,38,2,7,3
70695,1.839799251,Male,3,43,6,7,1
70696,1.481962633,Male,2,67,2,7,1
70697,1.311093515,Male,2,67,7,7,3
70698,1.444412864,Male,4,59,2,7,1
70699,1.202072438,Female,4,50,7,7,9
70700,1.492848434,Female,2,38,6,7,2
70701,1.511025176,Female,2,55,5,7,3
70702,1.221284103,Female,2,70,2,7,1
70703,2.04589071,Female,3,48,6,7,1
70704,2.027156551,Male,2,45,2,7,3
70705,1.577151023,Male,4,40,4,7,1
70706,1.683428251,Male,4,23,4,7,3
70707,1.966980511,Male,4,19,2,7,13
70708,1.422617765,Male,4,16,2,7,7
70709,1.424078102,Female,4,18,3,7,3
70710,1.795722833,Female,3,31,6,7,2
70711,1.857738336,Male,1,79,6,7,7
70712,1.285646262,Male,2,22,2,7,4
70713,1.507737531,Female,4,42,6,7,1
70714,1.308677853,Female,6,33,2,7,6
70715,1.611134613,Male,2,59,6,7,7
70716,1.88383175,Male,3,20,4,7,5
70717,2.04589071,Female,3,46,6,7,1
70720,2.250506674,Female,2,,3,7,7
70722,1.46720337,Male,4,54,2,7,3
70723,2.1546885,Female,1,,1,7,7
70724,1.910938114,Male,1,38,6,7,3
70725,2.39278305,Female,3,25,6,7,3
70727,1.857738336,Male,1,76,2,7,7
70728,1.276278914,Male,5,43,5,7,3
70729,1.446691364,Female,1,61,4,7,3
70730,2.044400569,Male,1,55,2,7,11
70731,4.764841963,Male,2,66,2,7,12
70732,0.954566423,Male,4,17,2,7,11
70733,1.44632892,Female,3,56,2,7,7
70735,1.712014561,Male,2,42,3,7,2
70736,1.453400622,Female,4,44,4,7,3
70737,2.500246641,Female,2,68,4,7,14
70738,2.600941483,Male,4,49,6,7,12
70739,1.054066502,Female,4,46,2,7,11
70740,1.470291831,Female,2,60,7,7,7
70741,1.411567836,Female,5,22,6,7,3
70742,2.303613123,Female,1,81,2,7,3
70743,1.360383932,Male,1,79,4,7,11
70746,1.461467613,Male,4,61,4,7,3
70747,0.561247142,Male,2,73,2,7,13
70748,2.597332807,Female,2,64,4,7,8
70750,1.290919967,Female,2,59,2,7,13
70753,1.461467613,Male,4,59,4,7,3
70754,1.42549031,Female,2,53,2,7,9
70755,2.584669388,Male,3,33,6,7,9
70756,2.584669388,Male,3,34,6,7,9
70757,0.934096211,Female,4,38,5,7,12
70758,1.972159457,Female,3,48,2,7,3
70759,1.474687071,Female,3,60,7,7,9
70763,1.576500683,Female,2,70,2,7,10
70764,1.880008301,Female,4,21,3,7,9
70765,1.003209027,Female,5,52,5,7,9
70768,1.389524996,Male,6,41,3,7,9
70769,1.314273587,Male,6,24,2,7,9
70770,1.124021892,Female,4,46,7,7,10
70771,1.874908571,Male,1,63,5,7,9
70772,1.947003171,Female,3,49,4,7,9
70773,1.34217876,Male,6,14,2,7,9
70774,1.42549031,Female,2,50,5,7,9
70776,1.582896843,Female,4,19,3,7,9
70777,1.608235225,Male,4,15,2,7,9
70780,1.327818152,Female,2,67,4,7,5
70781,1.419515937,Male,1,65,2,7,6
70782,1.482641269,Male,2,65,4,7,6
70783,1.33111068,Male,8,30,7,7,5
70784,1.482641269,Male,2,66,6,7,6
70785,1.444412864,Male,4,63,5,7,1
70786,1.219076255,Female,4,50,3,7,1
70787,1.802807822,Female,1,67,2,7,6
70788,1.327818152,Female,2,67,6,7,5
70789,1.453400622,Female,4,41,6,7,3
70790,1.445654465,Female,2,53,3,7,1
70791,1.212959034,Female,5,44,6,7,3
70792,1.258873487,Female,4,37,6,7,2
70793,1.327818152,Female,2,66,4,7,5
70794,1.684955763,Male,3,58,4,7,1
70795,1.271284611,Female,1,67,5,7,5
70796,1.829233375,Female,3,31,4,7,6
70797,1.169286384,Female,1,71,6,7,1
70798,1.866205497,Female,2,79,5,7,1
70801,1.661088216,Female,2,68,3,7,2
70802,1.686068262,Male,6,14,2,7,3
70803,1.134272539,Male,5,53,7,7,5
70804,1.384103894,Female,1,51,5,7,1
70805,1.526503839,Female,2,63,6,7,5
70806,1.481962633,Male,2,69,7,7,1
70807,1.753821035,Female,4,46,6,7,1
70809,1.507593809,Female,3,51,2,7,2
70810,1.83411214,Male,2,83,4,7,5
70811,1.983770148,Male,6,14,2,7,5
70812,1.520712386,Male,2,63,4,7,12
70814,1.690615595,Female,4,45,2,7,3
70815,1.520325498,Female,2,60,2,7,1
70816,1.461680295,Male,1,54,3,7,12
70817,1.427872237,Female,3,50,3,7,5
70818,1.605421724,Male,2,61,4,7,5
70819,1.758826099,Female,3,42,5,7,1
70820,1.942609687,Female,1,76,6,7,5
70821,1.942609687,Female,1,77,4,7,5
70823,1.48639839,Female,3,61,4,7,3
70825,1.318691912,Male,1,70,6,7,5
70827,1.713486042,Male,3,52,4,7,2
70828,1.271284611,Female,1,74,3,7,5
70829,1.48639839,Female,3,58,4,7,3
70830,1.758414851,Female,3,16,2,7,5
70832,1.379076708,Female,5,35,5,7,1
70833,1.882977998,Female,2,72,7,7,6
70834,1.605421724,Male,2,62,4,7,5
70835,1.974343961,Male,2,82,3,7,6
70836,2.028996798,Female,2,77,4,7,5
70837,1.318691912,Male,1,74,2,7,5
70838,1.553088744,Female,4,40,2,7,6
70840,1.919476012,Female,1,48,2,7,3
70841,1.48639839,Female,3,63,7,7,3
70843,1.753821035,Female,4,48,7,7,1
70845,1.493121563,Female,2,53,6,7,6
70846,1.507705756,Female,5,45,3,7,6
70847,1.711541648,Male,3,54,6,7,3
70848,1.974343961,Male,2,81,6,7,6
70850,1.219076255,Female,4,51,6,7,1
70851,1.482641269,Male,2,70,2,7,6
70853,1.686984585,Female,5,14,2,7,3
70854,1.210189164,Male,5,50,3,7,1
70855,1.611732252,Female,2,60,2,7,2
70856,2.001612282,Male,1,47,6,7,1
70857,1.48639839,Female,3,60,1,7,3
70858,1.721971768,Male,4,26,6,7,3
70859,2.1382123,Female,4,15,2,7,1
70861,1.507737531,Female,4,42,5,7,1
70862,1.684955763,Male,3,58,2,7,1
70863,1.274201378,Female,4,57,7,7,3
70864,1.73309682,Male,2,58,2,7,3
70865,1.837402648,Male,3,22,3,7,1
70867,1.520325498,Female,2,58,5,7,1
70868,1.413393693,Female,3,52,2,7,3
70869,1.712872266,Male,2,64,6,7,1
70870,1.445654465,Female,2,54,4,7,1
70872,1.219691472,Male,6,61,7,7,3
70874,1.7195947,Male,2,51,7,7,1
70877,1.990611158,Male,4,25,3,7,1
70879,1.686998963,Female,2,24,7,7,7
70880,0.561247142,Male,2,71,5,7,13
